5.882352941176470784e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000444e-01
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000444e-01
1.000000000000000000e+00 5.999999999999999778e-01 5.999999999999999778e-01 8.000000000000000444e-01
1.000000000000000000e+00 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01
1.000000000000000000e+00 1.000000000000000000e+00 3.882352941176470673e-01 8.000000000000000444e-01
1.000000000000000000e+00 8.000000000000000444e-01 0.000000000000000000e+00 8.000000000000000444e-01
8.000000000000000444e-01 6.666666666666666297e-01 3.294117647058823484e-01 8.000000000000000444e-01
8.000000000000000444e-01 5.490196078431373028e-01 7.843137254901960675e-02 8.000000000000000444e-01
0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 8.000000000000000444e-01
0.000000000000000000e+00 3.098039215686274606e-01 0.000000000000000000e+00 8.000000000000000444e-01
0.000000000000000000e+00 4.705882352941176405e-01 0.000000000000000000e+00 8.000000000000000444e-01
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000444e-01
5.843137254901961120e-01 1.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000444e-01
7.843137254901960675e-01 1.000000000000000000e+00 0.000000000000000000e+00 8.000000000000000444e-01
7.098039215686274828e-01 3.921568627450980338e-01 0.000000000000000000e+00 8.000000000000000444e-01
5.882352941176470784e-01 3.921568627450980338e-01 0.000000000000000000e+00 8.000000000000000444e-01
3.490196078431372362e-01 2.313725490196078538e-01 0.000000000000000000e+00 8.000000000000000444e-01
2.000000000000000111e-01 0.000000000000000000e+00 2.000000000000000111e-01 8.000000000000000444e-01
3.882352941176470673e-01 0.000000000000000000e+00 3.882352941176470673e-01 8.000000000000000444e-01
7.803921568627451011e-01 0.000000000000000000e+00 7.803921568627451011e-01 8.000000000000000444e-01
7.803921568627451011e-01 8.627450980392156743e-02 5.254901960784313930e-01 8.000000000000000444e-01
1.000000000000000000e+00 4.313725490196078649e-01 1.000000000000000000e+00 8.000000000000000444e-01
1.000000000000000000e+00 7.098039215686274828e-01 1.000000000000000000e+00 8.000000000000000444e-01
9.019607843137255054e-01 7.803921568627451011e-01 1.000000000000000000e+00 8.000000000000000444e-01
7.803921568627451011e-01 7.019607843137254388e-01 7.803921568627451011e-01 8.000000000000000444e-01
5.999999999999999778e-01 4.980392156862745168e-01 7.019607843137254388e-01 8.000000000000000444e-01
5.294117647058823595e-01 3.490196078431372362e-01 7.019607843137254388e-01 8.000000000000000444e-01
4.274509803921568429e-01 1.411764705882352922e-01 7.019607843137254388e-01 8.000000000000000444e-01
3.882352941176470673e-01 5.843137254901961120e-01 1.000000000000000000e+00 8.000000000000000444e-01
3.882352941176470673e-01 1.000000000000000000e+00 1.000000000000000000e+00 8.000000000000000444e-01
