,TWS_GRACE_CSR_mascons 2002-04-15,TWS_GRACE_CSR_mascons 2002-05-15,TWS_GRACE_CSR_mascons 2002-06-15,TWS_GRACE_CSR_mascons 2002-07-15,TWS_GRACE_CSR_mascons 2002-08-15,TWS_GRACE_CSR_mascons 2002-09-15,TWS_GRACE_CSR_mascons 2002-10-15,TWS_GRACE_CSR_mascons 2002-11-15,TWS_GRACE_CSR_mascons 2002-12-15,TWS_GRACE_CSR_mascons 2003-01-15,TWS_GRACE_CSR_mascons 2003-02-15,TWS_GRACE_CSR_mascons 2003-03-15,TWS_GRACE_CSR_mascons 2003-04-15,TWS_GRACE_CSR_mascons 2003-05-15,TWS_GRACE_CSR_mascons 2003-06-15,TWS_GRACE_CSR_mascons 2003-07-15,TWS_GRACE_CSR_mascons 2003-08-15,TWS_GRACE_CSR_mascons 2003-09-15,TWS_GRACE_CSR_mascons 2003-10-15,TWS_GRACE_CSR_mascons 2003-11-15,TWS_GRACE_CSR_mascons 2003-12-15,TWS_GRACE_CSR_mascons 2004-01-15,TWS_GRACE_CSR_mascons 2004-02-15,TWS_GRACE_CSR_mascons 2004-03-15,TWS_GRACE_CSR_mascons 2004-04-15,TWS_GRACE_CSR_mascons 2004-05-15,TWS_GRACE_CSR_mascons 2004-06-15,TWS_GRACE_CSR_mascons 2004-07-15,TWS_GRACE_CSR_mascons 2004-08-15,TWS_GRACE_CSR_mascons 2004-09-15,TWS_GRACE_CSR_mascons 2004-10-15,TWS_GRACE_CSR_mascons 2004-11-15,TWS_GRACE_CSR_mascons 2004-12-15,TWS_GRACE_CSR_mascons 2005-01-15,TWS_GRACE_CSR_mascons 2005-02-15,TWS_GRACE_CSR_mascons 2005-03-15,TWS_GRACE_CSR_mascons 2005-04-15,TWS_GRACE_CSR_mascons 2005-05-15,TWS_GRACE_CSR_mascons 2005-06-15,TWS_GRACE_CSR_mascons 2005-07-15,TWS_GRACE_CSR_mascons 2005-08-15,TWS_GRACE_CSR_mascons 2005-09-15,TWS_GRACE_CSR_mascons 2005-10-15,TWS_GRACE_CSR_mascons 2005-11-15,TWS_GRACE_CSR_mascons 2005-12-15,TWS_GRACE_CSR_mascons 2006-01-15,TWS_GRACE_CSR_mascons 2006-02-15,TWS_GRACE_CSR_mascons 2006-03-15,TWS_GRACE_CSR_mascons 2006-04-15,TWS_GRACE_CSR_mascons 2006-05-15,TWS_GRACE_CSR_mascons 2006-06-15,TWS_GRACE_CSR_mascons 2006-07-15,TWS_GRACE_CSR_mascons 2006-08-15,TWS_GRACE_CSR_mascons 2006-09-15,TWS_GRACE_CSR_mascons 2006-10-15,TWS_GRACE_CSR_mascons 2006-11-15,TWS_GRACE_CSR_mascons 2006-12-15,TWS_GRACE_CSR_mascons 2007-01-15,TWS_GRACE_CSR_mascons 2007-02-15,TWS_GRACE_CSR_mascons 2007-03-15,TWS_GRACE_CSR_mascons 2007-04-15,TWS_GRACE_CSR_mascons 2007-05-15,TWS_GRACE_CSR_mascons 2007-06-15,TWS_GRACE_CSR_mascons 2007-07-15,TWS_GRACE_CSR_mascons 2007-08-15,TWS_GRACE_CSR_mascons 2007-09-15,TWS_GRACE_CSR_mascons 2007-10-15,TWS_GRACE_CSR_mascons 2007-11-15,TWS_GRACE_CSR_mascons 2007-12-15,TWS_GRACE_CSR_mascons 2008-01-15,TWS_GRACE_CSR_mascons 2008-02-15,TWS_GRACE_CSR_mascons 2008-03-15,TWS_GRACE_CSR_mascons 2008-04-15,TWS_GRACE_CSR_mascons 2008-05-15,TWS_GRACE_CSR_mascons 2008-06-15,TWS_GRACE_CSR_mascons 2008-07-15,TWS_GRACE_CSR_mascons 2008-08-15,TWS_GRACE_CSR_mascons 2008-09-15,TWS_GRACE_CSR_mascons 2008-10-15,TWS_GRACE_CSR_mascons 2008-11-15,TWS_GRACE_CSR_mascons 2008-12-15,TWS_GRACE_CSR_mascons 2009-01-15,TWS_GRACE_CSR_mascons 2009-02-15,TWS_GRACE_CSR_mascons 2009-03-15,TWS_GRACE_CSR_mascons 2009-04-15,TWS_GRACE_CSR_mascons 2009-05-15,TWS_GRACE_CSR_mascons 2009-06-15,TWS_GRACE_CSR_mascons 2009-07-15,TWS_GRACE_CSR_mascons 2009-08-15,TWS_GRACE_CSR_mascons 2009-09-15,TWS_GRACE_CSR_mascons 2009-10-15,TWS_GRACE_CSR_mascons 2009-11-15,TWS_GRACE_CSR_mascons 2009-12-15,TWS_GRACE_CSR_mascons 2010-01-15,TWS_GRACE_CSR_mascons 2010-02-15,TWS_GRACE_CSR_mascons 2010-03-15,TWS_GRACE_CSR_mascons 2010-04-15,TWS_GRACE_CSR_mascons 2010-05-15,TWS_GRACE_CSR_mascons 2010-06-15,TWS_GRACE_CSR_mascons 2010-07-15,TWS_GRACE_CSR_mascons 2010-08-15,TWS_GRACE_CSR_mascons 2010-09-15,TWS_GRACE_CSR_mascons 2010-10-15,TWS_GRACE_CSR_mascons 2010-11-15,TWS_GRACE_CSR_mascons 2010-12-15,TWS_GRACE_CSR_mascons 2011-01-15,TWS_GRACE_CSR_mascons 2011-02-15,TWS_GRACE_CSR_mascons 2011-03-15,TWS_GRACE_CSR_mascons 2011-04-15,TWS_GRACE_CSR_mascons 2011-05-15,TWS_GRACE_CSR_mascons 2011-06-15,TWS_GRACE_CSR_mascons 2011-07-15,TWS_GRACE_CSR_mascons 2011-08-15,TWS_GRACE_CSR_mascons 2011-09-15,TWS_GRACE_CSR_mascons 2011-10-15,TWS_GRACE_CSR_mascons 2011-11-15,TWS_GRACE_CSR_mascons 2011-12-15,TWS_GRACE_CSR_mascons 2012-01-15,TWS_GRACE_CSR_mascons 2012-02-15,TWS_GRACE_CSR_mascons 2012-03-15,TWS_GRACE_CSR_mascons 2012-04-15,TWS_GRACE_CSR_mascons 2012-05-15,TWS_GRACE_CSR_mascons 2012-06-15,TWS_GRACE_CSR_mascons 2012-07-15,TWS_GRACE_CSR_mascons 2012-08-15,TWS_GRACE_CSR_mascons 2012-09-15,TWS_GRACE_CSR_mascons 2012-10-15,TWS_GRACE_CSR_mascons 2012-11-15,TWS_GRACE_CSR_mascons 2012-12-15,TWS_GRACE_CSR_mascons 2013-01-15,TWS_GRACE_CSR_mascons 2013-02-15,TWS_GRACE_CSR_mascons 2013-03-15,TWS_GRACE_CSR_mascons 2013-04-15,TWS_GRACE_CSR_mascons 2013-05-15,TWS_GRACE_CSR_mascons 2013-06-15,TWS_GRACE_CSR_mascons 2013-07-15,TWS_GRACE_CSR_mascons 2013-08-15,TWS_GRACE_CSR_mascons 2013-09-15,TWS_GRACE_CSR_mascons 2013-10-15,TWS_GRACE_CSR_mascons 2013-11-15,TWS_GRACE_CSR_mascons 2013-12-15,TWS_GRACE_CSR_mascons 2014-01-15,TWS_GRACE_CSR_mascons 2014-02-15,TWS_GRACE_CSR_mascons 2014-03-15,TWS_GRACE_CSR_mascons 2014-04-15,TWS_GRACE_CSR_mascons 2014-05-15,TWS_GRACE_CSR_mascons 2014-06-15,TWS_GRACE_CSR_mascons 2014-07-15,TWS_GRACE_CSR_mascons 2014-08-15,TWS_GRACE_CSR_mascons 2014-09-15,TWS_GRACE_CSR_mascons 2014-10-15,TWS_GRACE_CSR_mascons 2014-11-15,TWS_GRACE_CSR_mascons 2014-12-15,TWS_GRACE_CSR_mascons 2015-01-15,TWS_GRACE_CSR_mascons 2015-02-15,TWS_GRACE_CSR_mascons 2015-03-15,TWS_GRACE_CSR_mascons 2015-04-15,TWS_GRACE_CSR_mascons 2015-05-15,TWS_GRACE_CSR_mascons 2015-06-15,TWS_GRACE_CSR_mascons 2015-07-15,TWS_GRACE_CSR_mascons 2015-08-15,TWS_GRACE_CSR_mascons 2015-09-15,TWS_GRACE_CSR_mascons 2015-10-15,TWS_GRACE_CSR_mascons 2015-11-15,TWS_GRACE_CSR_mascons 2015-12-15,TWS_GRACE_CSR_mascons 2016-01-15,TWS_GRACE_CSR_mascons 2016-02-15,TWS_GRACE_CSR_mascons 2016-03-15,TWS_GRACE_CSR_mascons 2016-04-15,TWS_GRACE_CSR_mascons 2016-05-15,TWS_GRACE_CSR_mascons 2016-06-15,TWS_GRACE_CSR_mascons 2016-07-15,TWS_GRACE_CSR_mascons 2016-08-15,TWS_GRACE_CSR_mascons 2016-09-15,TWS_GRACE_CSR_mascons 2016-10-15,TWS_GRACE_CSR_mascons 2016-11-15,TWS_GRACE_CSR_mascons 2016-12-15,TWS_GRACE_CSR_mascons 2017-01-15,TWS_GRACE_CSR_mascons 2017-02-15,TWS_GRACE_CSR_mascons 2017-03-15,TWS_GRACE_CSR_mascons 2017-04-15,TWS_GRACE_CSR_mascons 2017-05-15,TWS_GRACE_CSR_mascons 2017-06-15,TWS_GRACE_CSR_mascons 2017-07-15,TWS_GRACE_CSR_mascons 2017-08-15,TWS_GRACE_CSR_mascons 2017-09-15,TWS_GRACE_CSR_mascons 2017-10-15,TWS_GRACE_CSR_mascons 2017-11-15,TWS_GRACE_CSR_mascons 2017-12-15,TWS_GRACE_CSR_mascons 2018-01-15,TWS_GRACE_CSR_mascons 2018-02-15,TWS_GRACE_CSR_mascons 2018-03-15,TWS_GRACE_CSR_mascons 2018-04-15,TWS_GRACE_CSR_mascons 2018-05-15,TWS_GRACE_CSR_mascons 2018-06-15,TWS_GRACE_CSR_mascons 2018-07-15,TWS_GRACE_CSR_mascons 2018-08-15,TWS_GRACE_CSR_mascons 2018-09-15,TWS_GRACE_CSR_mascons 2018-10-15,TWS_GRACE_CSR_mascons 2018-11-15,TWS_GRACE_CSR_mascons 2018-12-15,TWS_GRACE_CSR_mascons 2019-01-15,TWS_GRACE_CSR_mascons 2019-02-15,TWS_GRACE_CSR_mascons 2019-03-15,TWS_GRACE_CSR_mascons 2019-04-15,TWS_GRACE_CSR_mascons 2019-05-15,TWS_GRACE_CSR_mascons 2019-06-15,TWS_GRACE_CSR_mascons 2019-07-15,TWS_GRACE_CSR_mascons 2019-08-15,TWS_GRACE_CSR_mascons 2019-09-15,TWS_GRACE_CSR_mascons 2019-10-15,TWS_GRACE_CSR_mascons 2019-11-15,TWS_GRACE_CSR_mascons 2019-12-15,TWS_GRACE_CSR_mascons 2020-01-15,TWS_GRACE_CSR_mascons 2020-02-15,TWS_GRACE_CSR_mascons 2020-03-15,TWS_GRACE_CSR_mascons 2020-04-15,TWS_GRACE_CSR_mascons 2020-05-15,TWS_GRACE_CSR_mascons 2020-06-15,TWS_GRACE_CSR_mascons 2020-07-15,TWS_GRACE_CSR_mascons 2020-08-15
WINISK,40.44131475021017,45.70019803234254,2.5959980855969564,-49.575002476673525,-76.14368107484911,-58.1010939147425,-47.478113230536614,-40.202733287954004,-14.944832116942134,9.666912357823321,15.361007700879052,29.30923418414033,30.875465445039296,2.068603070787601,-49.301604876716574,-91.76868832935098,-116.60104189135723,-143.58679203005062,-92.33570226013659,-74.88597454484373,-37.565694506760224,-6.3905066461608735,-1.433515056729487,3.35324029569159,37.503691358898614,35.64185638092341,-19.694965286209086,-47.34668038838056,-56.58010939645522,-27.47867183421997,-17.397734744724108,-9.177124763285494,13.048980075641945,26.680162091043982,38.03581881851228,52.61803626086791,47.15381116258395,29.311399428789464,-20.8129540940258,-44.22848689376313,-56.61576945401418,-38.20014112132021,-17.130882009864813,-19.699311947221414,22.577632631547647,12.654193272449328,35.93874641713201,53.74207448793275,62.77458833338106,-6.9470219963484094,-37.29193126999072,-56.85818021889885,-56.993714675977536,-66.01834762583185,-43.34452127577706,-16.46274626317068,13.668149443681884,21.259352734966182,39.894652190160286,43.37344175040864,56.22450891856906,6.1293569533303165,-16.036970531007945,-44.886788234868376,-48.146955373799905,-43.74668827482403,-24.861285128484354,-6.932926895634212,10.982429209135832,18.940838239993766,34.793529587102675,47.626991662467574,59.017116592487746,43.272586168822116,-6.069745118675788,-31.60107242531137,-51.60836393387967,-50.42516311849744,-25.479247052462142,-2.9183614637098545,11.587157134376213,20.011299298359965,30.334756244210034,37.2204184201148,56.87211345931616,49.586242137385646,5.107736239253156,12.702120992342634,2.9114546878825682,-41.21212303776985,-17.425753033253233,-14.440776089404302,-0.6549410538543218,-5.137762800151757,12.535886794471171,-2.013189690618676,17.65594597819995,-3.88253960345496,-39.44188898429943,-53.65222226106246,-50.29167569277648,-22.162730359951606,-13.811196570465961,0.7076923501235958,25.978171883051292,36.79213600842913,53.75609288013691,78.23631919414326,47.3830770845784,30.906631722561105,-11.181753208116746,-54.57538399046256,-63.767025123406675,-49.59213680856097,-42.71416229330456,-17.893163544764697,5.298610403883875,6.387455463580701,6.002530776946712,17.191771972389866,35.58734152982983,36.85870167782147,5.03879167968512,-49.596956020519116,-65.8534365212947,-61.07406030285962,-26.17231381667037,25.569947381264658,58.98618051898754,52.98825996912218,79.89278351090637,107.38053377573291,123.08525215241207,98.26220433602778,-12.33319788147435,-66.78649780935842,-73.11427070362106,-56.149519615445726,-36.04935059594862,-19.378908907874266,8.928781419923261,19.7378901958224,28.970440550732928,44.02714032121247,62.53188412186358,47.26982591796923,-17.31020417262028,-59.83042183443186,-63.342597185296576,-41.166473581250614,-37.794977159687306,-5.175980951724466,32.007981235808955,44.33296808383143,28.09165361035089,41.1723557410835,39.41446889760522,14.956363227480953,-18.79070399038724,-44.49302824097696,-53.08166154659562,-49.00574712267388,-32.27854778311913,-7.972237090886798,13.881735934968408,26.256699905354857,28.845368002469336,38.5735083417927,34.665857090237544,14.488591672408113,-17.12496161756323,-51.31855324088807,-74.71252527156416,-47.02285757146881,9.59497735039347,62.3330900374932,71.22603806727568,30.256732257348265,39.99020693126899,71.86220308738794,81.86155121646486,56.20451221722477,-1.3878468250721794,-49.05745827668501,-81.53442807385997,-99.5026131756534,-105.50287291792705,-102.44207926805558,-92.91732275713542,-78.80048050104594,-62.886916490007714,-49.111464577986794,-36.89419723051447,-30.45370237307574,-31.86746711733017,-38.53795671452541,-33.96011083480232,-21.738331319080164,-12.565128559168912,-7.766881079983111,8.729174971336205,17.08503137461605,23.13497653882344,46.827896995048405,60.84392146868728,40.374924644685905,-17.41820967876377,-44.31764015643382,-50.66888166484388,-17.22736379383267,39.18921033747508,22.68739124339437,36.23407837242093,9.681854088013518,35.124801121668675,81.22676386385092,70.54233763443982,138.41857590794223,24.86660388391513,3.7596151235578215,-34.58178269823096
COPPER,1154.6710855857734,1158.080040808985,1101.7628423816825,1000.3840741438192,858.7094268759424,718.6885196418373,704.2783176303562,817.464448576586,875.25513508957,896.7098741533638,923.747191942099,945.6197018289045,914.7678363864392,953.4185895005037,854.3902663500369,691.0646258228609,573.226615417964,461.2048112318766,441.5476646276985,611.6065390751013,526.8038561137581,636.3768308008613,677.8545768718823,676.5991722685319,740.8492138368488,750.2502043717566,650.8296298363784,395.2084153487489,108.64951935902701,61.65698802466069,162.7051603400741,252.4692875661973,299.5467515042574,389.1343277255505,435.02220806455773,463.4430601622257,514.4333751652505,450.00064146849394,354.1113881129835,200.21118482841285,48.937420811006994,-24.68606312105257,-46.41365845916812,-34.414949422441424,107.5997576937867,140.3034939834259,218.61873095405159,218.13024590243043,234.07905330974603,233.57358104651334,190.24598578943127,10.935256945906133,-143.25676583630556,-112.71848722950828,-125.9258104439645,-86.94185994946876,-103.42836436017276,56.77470243023639,107.54685603748041,115.09080377970837,130.43023754779102,103.91402551648459,11.96284590905495,-115.27453817037092,-292.9745603878444,-423.38516119755633,-414.9881760209992,-413.96782533591596,-305.96147638449884,-251.75990171947362,-212.8596261173294,-126.93486216791193,-104.1127938975354,-62.58968326709749,-177.31273846663373,-257.5940320365155,-309.3460651296735,-374.2750635984442,-344.7566015989138,-272.34594192716776,-180.3966106175827,-216.7878500473473,-161.45004102994582,-113.31461521458394,-106.52398594326756,-171.8611689386937,-268.30155759629656,-433.62343348802034,-545.6809217742086,-752.2812359387344,-742.6136519947026,-730.906908010232,-585.527953210042,-509.65174909308655,-592.7946836454579,-420.54633595778137,-432.51675303633607,-421.92429076718804,-548.3383364998666,-621.5718704816829,-775.5953545930382,-891.4413241017752,-838.2590001221049,-793.3563335638861,-767.7115074527577,-756.7334176810683,-708.1563211607828,-622.7615963370598,-621.5924643216604,-629.7530669331082,-757.5655813245141,-928.6722595663773,-1040.639451100825,-1076.6588242318403,-1058.5222149923898,-922.8145774984572,-782.2930331727745,-740.0235901698628,-721.9609507445157,-632.9970128896913,-558.8669291975557,-576.1334983557781,-663.3310987322942,-778.8602187773752,-895.6703515278972,-934.7235925681337,-923.6879326700407,-934.151034620621,-964.659552717652,-843.2170421780847,-777.9503273866336,-731.5362612543814,-659.3313625150462,-615.9878730739955,-775.8592246417762,-997.0843165787137,-1164.2472038462352,-1249.7381118567912,-1257.488211511514,-1185.0489629727902,-1061.8593559162098,-1024.8287170639103,-983.3899233517868,-946.2980878761788,-932.5611491780168,-943.0465367000068,-1079.8571992621032,-1187.5695255922049,-1286.6203382478516,-1403.2876671547901,-1407.50182876135,-1310.3834273184525,-1265.9839350600391,-1295.1057185202633,-1337.6034135130585,-1268.5714584110722,-1231.137181680012,-1271.4941778266466,-1371.4634062281666,-1502.5591571308369,-1635.6902013035235,-1690.144511132933,-1663.6149087717263,-1585.239154513907,-1493.2880713884397,-1422.792236919828,-1418.1272802868775,-1408.5727533771576,-1301.0312816394635,-1240.8038095895708,-1373.7883008109889,-1589.6691994458176,-1721.4059276083608,-1889.5450288435932,-2020.6548750189368,-1979.911826312423,-1767.3682237342844,-1733.8575921401682,-1686.4100267496044,-1666.036010207587,-1742.0221112243992,-1778.8821561605432,-1798.0792303700919,-1798.4297796231008,-1780.2360450966285,-1749.1603580255207,-1712.5138231958454,-1673.7351523261495,-1640.9563823147287,-1617.8739998855447,-1611.7358031952813,-1625.7822355490507,-1668.5883878220886,-1742.7899178665707,-1859.2153207798874,-2004.7331735194641,-2141.4100918954787,-2229.1670986691643,-2240.132685482367,-2189.056502027078,-2188.3843843561804,-2184.952809523542,-2216.361756512325,-2134.331187827361,-1935.5024428357904,-2007.9493457524732,-2161.2090446070715,-2315.868170605936,-2603.7024464748997,-2777.7648734206987,-2705.1123827129527,-2674.434927627377,-2578.08365402437,-2331.4666218990783,-2377.934172575419,-2249.6279929914895,-2239.769150599407,-2385.043018577172,-2456.064957564976,-2610.983461807361,-2598.549412798546
NOTTAWAY,73.64513857771819,24.80385135896843,-19.870422044410304,-52.46533453534687,-69.89895413533482,-68.22314692267153,-53.19649478213047,-24.89519706071815,-3.044909147623477,8.698304486968759,16.09994961471921,19.10347379572182,8.105810678280758,-31.33595888249897,-63.38209820527934,-84.80186199083873,-99.08021996030128,-82.08402790008327,-58.367864944318896,-31.35226167369121,13.606132131733306,26.96130533597759,34.44736900357649,45.85861537798442,43.75950241142574,62.110976646376606,-0.13329839192463735,-23.19962110470611,-64.84773767196428,-62.61241882628345,-52.63117919019477,-18.638516340049158,12.846413337026483,36.10551794769356,46.798067550208906,53.179015232807046,44.74510844685485,-1.3212314449157592,-24.495897469203896,-89.62801510154966,-103.40776592837773,-90.38180363687259,-36.6418760198981,-7.215683678259832,13.466763794847422,27.18935198511149,61.201950972465035,77.10211775046736,94.59980623218142,2.0084126381892418,-34.01073710776593,-76.76100960674655,-76.60728634771998,-83.15024135114227,-46.25061881369368,-14.976403382587767,8.423554805976122,16.373216021545225,12.030532748634515,16.802026674368342,35.018196255272876,-5.43382124682626,-38.130081558856155,-52.881998596323044,-91.33020854289236,-67.26082115232346,-48.753540715357396,-13.528263744981663,18.62637341752004,48.30178216133661,48.90200767202203,68.25114382169967,75.91326480560909,55.702015627787674,3.6893213358996233,17.934241652594668,-32.429089648597824,-45.988709899207144,-21.416658511212926,-1.3955836473917562,16.436835189269345,54.995525762063295,42.51973721679732,64.89329950736885,101.00951233582735,66.90529269385064,3.270506711039363,-29.30285263193075,-30.310224825851265,-43.948340780612405,-21.518519982542273,-12.662898834136314,4.824274504433568,21.17573947033228,30.496602078838638,32.94658093285656,-23.870388350728877,-27.64408703360452,-52.71440296515757,-65.61162243044154,-77.34765568312442,-65.1861506793213,-47.73285667640531,-19.509411829961927,34.32183368200978,44.26368936886846,36.088694261630735,54.35571866933609,84.62483622861659,65.07699888847736,0.07207984628297892,-49.16415783144951,-52.99015096225526,-70.21626811460045,-49.3324269013292,-14.418450106062801,12.139198743387007,30.216341770333393,53.528223764173795,47.43766755104063,41.74621690365816,16.888152212410823,-20.414501694856806,-54.450604169969644,-86.62688316635632,-70.85796208785547,-34.741816341967635,-1.524949046093529,15.166732765480823,30.529158774942665,54.94497396168399,102.44566076649565,131.23188090778288,86.12247689497204,6.654042965207187,-55.81479114655282,-70.12722834204573,-48.164286825291214,-18.35116731107846,7.5744852244154774,42.68752069514707,51.693859211145636,57.85294846945989,63.52768085481986,74.98218538340967,97.16562439532991,29.172247294016472,-10.426395926326066,-29.74853220902791,-46.26472053605162,21.41185639747621,91.93550650694401,76.93039565658688,64.68126955977817,109.84560224345807,71.27224375342071,90.62444736136331,78.22417718338397,30.7622188471279,-2.534794695152591,-4.980656209979973,-31.327112091602498,-28.689483864730672,3.4124688826173912,40.551372362999615,59.89339255180477,58.29516288311761,99.19944816184521,105.35114436237008,92.21280461549982,74.19492126763471,-8.142269633099477,-3.975135276282694,25.84663021127959,46.5868007113641,54.28554636507992,60.136771014592505,108.9288911717935,135.41193037932817,148.098848384019,171.17959498501153,155.14852803113138,36.020698411939826,-60.25732612886279,-110.39933247602193,-119.88005260948731,-99.37852546269414,-56.86780329599676,-4.030815278652471,53.31507975849125,103.96075398278623,135.96424695994,147.34622917596818,125.5536394572456,59.79380956119255,-26.92965446897562,-40.59336375069051,1.5916460836167678,40.118084698663566,60.63511634996247,113.02116896122715,78.1826639714147,138.5768678755719,125.92522552163919,190.70063838888984,215.07518436176002,94.37619603123323,-0.4320883444080024,-26.913925245791344,-11.395943874627273,-15.29809637912775,21.6523695711635,62.819165885680405,112.38344521363928,116.56426067261269,130.5826110437137,185.61870895209825,153.3111744688993,43.90151234204047,10.94370775976513,23.32177909397228
TALAS,62.128128265395524,52.92546313940152,36.26209143883597,13.990191993459597,-14.563178351066352,-44.79282712977521,-61.89168936699621,-57.38460179398351,-27.51300002774488,17.59904895774373,48.69454307976545,59.833147515149406,63.67661348557379,74.92787399609281,54.257160560559704,17.854086009295326,-7.92931040577389,-23.25812452136484,-44.845982989459664,-22.045820022433247,20.7001715901804,42.454335151695616,71.68010802069534,83.90164152348542,94.57891202012057,62.72105337711108,21.592607318211307,18.10367155070088,-2.1500551307157605,-15.232245701041071,-38.040203845709954,-20.315008621963372,19.700636849569744,33.81504038255129,73.8612389566365,79.75114251878676,81.00026802122689,63.47314590823572,36.41457316268255,11.24135059295696,-13.467994679917519,-19.74283452925684,-29.627798559721718,-27.66796280383232,-6.3972544639221365,21.560459301120908,53.44849332329253,71.18249905065645,66.13082767043133,35.12777910055173,16.004023893259195,2.605896780660026,-28.07274643505742,-46.07447671731571,-51.3248437129961,-27.840359415923142,-2.0905686355534123,22.20841832003917,32.41922716306641,43.58847528152134,53.66942917906992,38.52711262144445,11.201621522275703,-15.751052465968346,-29.148217818844884,-52.20494278033095,-73.48221782484312,-71.72012711373046,-30.19926036066298,3.3020112818204472,19.511525286872967,43.86413111080594,17.9688411145832,0.6555432428726706,-14.303539203270875,-33.814681070090714,-56.0260811110528,-85.56394339119875,-86.10524794098366,-72.67068532527014,-52.03350180746278,-9.792258140475502,-8.850653556103852,18.48227062651273,21.752246051612786,3.800208280846424,-16.281870791831487,-38.19101199149644,-57.47732209935354,-59.302670998565816,-76.53031285597578,-77.34177648634231,-46.46503251315698,15.690128420239086,34.22356651513257,61.763881049919604,68.62363148938016,41.504036244700615,7.190419691541567,-4.487621417328407,-31.723974572913885,-51.81432184512618,-60.07282684310393,-52.42829325953711,-26.884297617393308,2.7754210334571585,27.76344463978429,41.80641558965567,39.77630201805341,18.768301844303906,4.3207409831956545,-12.283532686211405,-40.785003215411024,-55.31838496077894,-65.01721545537272,-32.840351529371155,7.098992684575353,22.759199220135244,43.564465138244636,54.79323579264307,53.781824818564644,22.984389830488947,-18.982851651234967,-40.59372276593092,-41.47359237954503,-61.960083179251086,-64.3872658807687,-56.48549054535633,-49.202921887328046,-12.176515397746046,19.793416045057555,27.233230707912035,20.51858836388355,9.89220460478967,-8.675636638715568,-37.7067045077586,-59.11457000729905,-70.36614652089601,-76.45751815137345,-75.84008294832229,-53.886875686338264,-27.15107181522377,19.516737772467035,45.419359456225116,30.647329198065467,18.305934247388407,-29.45642995456916,-56.36569272878645,-69.54603401810066,-85.67236521632735,-80.3707883237044,-59.9138978711901,-46.11910448297935,-24.78791670883678,1.5794503537303335,-12.484607786613813,13.848899806799285,12.761214210417958,-21.91352297420628,-63.10209349392253,-88.19232889376829,-84.42699846886751,-79.49254509691879,-69.04581905342957,-39.320323920828315,14.162580958145082,43.38131262380602,22.98701914970341,19.72799029274671,22.898935910675164,7.820914109752606,-5.760018874499207,-36.33305278704812,-74.10787436003731,-91.01327332654265,-58.72347994551933,14.056069218696663,27.99195899249841,28.23475121983743,53.73097922507953,100.23842074697657,77.8208399265473,75.85645127425789,82.95100231822562,88.07078096276642,90.90276314856995,91.4267424913608,89.63801469657908,85.61403607868509,79.0469020103929,69.99096480705367,59.63834991440314,45.733138828470686,29.794646966093055,10.720669240254717,-10.690313052565905,-36.18770387694004,-58.652417497939865,-69.70182567179943,-58.4106509298684,-20.693033473665995,-1.6052441338728718,22.65469953673303,37.788092362778826,41.128916145298405,24.8567157462438,-2.7876262424976748,-38.48664225567722,-53.760449971747896,-78.34809511971078,-70.21831775030651,-65.85097517844856,-42.29537805894979,1.77188376473771,31.02940686823512,30.193479850144183,26.189982415358656,13.542821904627733,-15.335494331941815,-40.06632359129417,-52.56169157719504
